date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:05:21	7911/7911	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:02%20GMT	https://duckduckgo.com/?q=8oz+to+grams	/root/Desktop/duckduckgo/duckduckgo.com/indexa597.html	(from https://duckduckgo.com/tour)
05:05:21	7274/7274	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:02%20GMT	https://duckduckgo.com/?q=define+superlative	/root/Desktop/duckduckgo/duckduckgo.com/indexa7d7.html	(from https://duckduckgo.com/tour)
05:05:21	13369/13369	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-3439%22	https://duckduckgo.com/assets/logo_homepage_small.normal.v103.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logo_homepage_small.normal.v103.svg	(from https://duckduckgo.com/assets/logo_homepage_small.normal.v107.svg)
05:05:21	7228/7228	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:22%20GMT	https://duckduckgo.com/?q=people+in+space	/root/Desktop/duckduckgo/duckduckgo.com/index68f6.html	(from https://duckduckgo.com/tour)
05:05:22	164910/164910	---MCZ	200	added ('OK')	text/css	etag:W/%225834c81e-2842e%22	https://duckduckgo.com/r1224.css	/root/Desktop/duckduckgo/duckduckgo.com/r1224.css	(from https://duckduckgo.com/assets/logo_header_alt.v107.lg.retina.png)
05:05:22	6060/6060	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:23%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.normal.svg)
05:05:23	6036/6036	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:23%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage.alt.svg)
05:05:23	6118/6118	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:24%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.normal.svg)
05:05:23	6090/6090	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:24%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_small.alt.svg)
05:05:23	6122/6122	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:24%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.normal.svg)
05:05:24	6102/6102	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:24%20GMT	https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.v105.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.v105.html	(from https://duckduckgo.com/assets/logos/resetthenet/logo_homepage_mobile.alt.svg)
05:05:24	10248/10248	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:25%20GMT	https://duckduckgo.com/mustache.js	/root/Desktop/duckduckgo/duckduckgo.com/mustache.html	(from https://duckduckgo.com/js/mapbox/mapbox-2.2.3.js)
05:05:24	5750/5750	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:25%20GMT	https://duckduckgo.com/sanitizer-bundle.js	/root/Desktop/duckduckgo/duckduckgo.com/sanitizer-bundle.html	(from https://duckduckgo.com/js/mapbox/mapbox-2.2.3.js)
05:05:24	1559/1559	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-617%22	https://duckduckgo.com/js/mapbox/images/icons-000000@2x.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/images/icons-000000@2x.png	(from https://duckduckgo.com/js/mapbox/mapbox-2.2.3.css)
05:05:24	1566/1566	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-61e%22	https://duckduckgo.com/js/mapbox/images/icons-ffffff@2x.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/images/icons-ffffff@2x.png	(from https://duckduckgo.com/js/mapbox/mapbox-2.2.3.css)
05:05:25	20765/20765	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2257968791-511d%22	https://duckduckgo.com/js/build/hammer-v2.0.8.min.js	/root/Desktop/duckduckgo/duckduckgo.com/js/build/hammer-v2.0.8.min.js	(from https://duckduckgo.com/t1174.js)
05:05:25	10202/10202	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:26%20GMT	https://duckduckgo.com/HTTP_referrer	/root/Desktop/duckduckgo/duckduckgo.com/HTTP_referrer.html	(from https://duckduckgo.com/privacy)
05:05:25	8619/8619	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:26%20GMT	https://duckduckgo.com/User_agent	/root/Desktop/duckduckgo/duckduckgo.com/User_agent.html	(from https://duckduckgo.com/privacy)
05:05:25	5014/5014	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cc-1396%22	https://duckduckgo.com/?q=&t=i	/root/Desktop/duckduckgo/duckduckgo.com/index25a7.html	(from https://duckduckgo.com/privacy)
05:05:26	8353/8353	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:27%20GMT	https://duckduckgo.com/IP_Address	/root/Desktop/duckduckgo/duckduckgo.com/IP_Address.html	(from https://duckduckgo.com/privacy)
05:05:26	13821/13821	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:27%20GMT	https://duckduckgo.com/HTTP_Secure	/root/Desktop/duckduckgo/duckduckgo.com/HTTP_Secure.html	(from https://duckduckgo.com/privacy)
05:05:26	13934/13934	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:27%20GMT	https://duckduckgo.com/HTTP_cookie	/root/Desktop/duckduckgo/duckduckgo.com/HTTP_cookie.html	(from https://duckduckgo.com/privacy)
05:05:26	10485/10485	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:27%20GMT	https://duckduckgo.com/?q=POST+request	/root/Desktop/duckduckgo/duckduckgo.com/indexaf49.html	(from https://duckduckgo.com/privacy)
05:05:27	19439/19439	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:28%20GMT	https://duckduckgo.com/Electronic_Frontier_Foundation	/root/Desktop/duckduckgo/duckduckgo.com/Electronic_Frontier_Foundation.html	(from https://duckduckgo.com/privacy)
05:05:27	15120/15120	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cd-3b10%22	https://duckduckgo.com/params	/root/Desktop/duckduckgo/duckduckgo.com/params.html	(from https://duckduckgo.com/privacy)
05:05:27	5746/5746	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:28%20GMT	https://duckduckgo.com/?q=!proxy+breadpig.com	/root/Desktop/duckduckgo/duckduckgo.com/index8b73.html	(from https://duckduckgo.com/privacy)
05:05:27	7403/7403	---MCZ	200	added ('OK')	text/html	etag:W/%225836b0cc-1ceb%22	https://duckduckgo.com/feedback	/root/Desktop/duckduckgo/duckduckgo.com/feedback.html	(from https://duckduckgo.com/privacy)
05:05:27	5739/5739	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:28%20GMT	https://duckduckgo.com/?q=Gabriel+Weinberg	/root/Desktop/duckduckgo/duckduckgo.com/index9dda.html	(from https://duckduckgo.com/privacy)
05:05:29	119720/119720	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255bae5c4-1d3a8%22	https://duckduckgo.com/traffic_data/dygraph-combined.js	/root/Desktop/duckduckgo/duckduckgo.com/traffic_data/dygraph-combined.js	(from https://duckduckgo.com/traffic.html)
05:05:29	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:29%20GMT	https://duckduckgo.com/about/	/root/Desktop/duckduckgo/duckduckgo.com/about/index.html	(from https://duckduckgo.com/traffic.html)
05:05:29	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:29%20GMT	https://duckduckgo.com/privacy/	/root/Desktop/duckduckgo/duckduckgo.com/privacy/index.html	(from https://duckduckgo.com/traffic.html)
05:05:29	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:29%20GMT	https://duckduckgo.com/press/	/root/Desktop/duckduckgo/duckduckgo.com/press/index.html	(from https://duckduckgo.com/traffic.html)
05:05:29	2388/2388	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:30%20GMT	https://duckduckgo.com/html	/root/Desktop/duckduckgo/duckduckgo.com/html.html	(from https://duckduckgo.com/settings)
05:05:29	342608/342608	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225834c81e-53a50%22	https://duckduckgo.com/g1522.js	/root/Desktop/duckduckgo/duckduckgo.com/g1522.js	(from https://duckduckgo.com/settings)
05:05:30	2477/2477	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:30%20GMT	https://duckduckgo.com/lite	/root/Desktop/duckduckgo/duckduckgo.com/lite.html	(from https://duckduckgo.com/settings)
05:05:30	9911/9911	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-26b7%22	https://duckduckgo.com/assets/bang/bang.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/bang/bang.png	(from https://duckduckgo.com/bang)
05:05:30	78632/78632	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-13328%22	https://duckduckgo.com/assets/bang/screenshot.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/bang/screenshot.png	(from https://duckduckgo.com/bang)
05:05:30	365764/365764	---MCZ	200	added ('OK')	text/html	etag:W/%225834c81e-594c4%22	https://duckduckgo.com/bang_lite.html	/root/Desktop/duckduckgo/duckduckgo.com/bang_lite.html	(from https://duckduckgo.com/bang)
05:05:30	1710/1710	---M--	200	added ('OK')	image/png	etag:%2255f88912-6ae%22	https://duckduckgo.com/assets/icons/thirdparty/prime.v101.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/icons/thirdparty/prime.v101.png	(from https://duckduckgo.com/r1224.css)
05:05:31	4024/4024	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255f88912-fb8%22	https://duckduckgo.com/assets/icons/thirdparty/prime.v101.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/icons/thirdparty/prime.v101.svg	(from https://duckduckgo.com/r1224.css)
05:05:31	2189/2189	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-88d%22	https://duckduckgo.com/assets/attribution/yandex.v102.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/yandex.v102.png	(from https://duckduckgo.com/r1224.css)
05:05:31	4825/4825	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-12d9%22	https://duckduckgo.com/assets/attribution/yandex.v102.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/yandex.v102.svg	(from https://duckduckgo.com/r1224.css)
05:05:31	1785/1785	---M--	200	added ('OK')	image/png	etag:%2256df4ac8-6f9%22	https://duckduckgo.com/assets/attribution/yahoo.v103.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/yahoo.v103.png	(from https://duckduckgo.com/r1224.css)
05:05:31	2335/2335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225702d919-91f%22	https://duckduckgo.com/assets/attribution/yahoo.v103.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/yahoo.v103.svg	(from https://duckduckgo.com/r1224.css)
05:05:32	1108/1108	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-454%22	https://duckduckgo.com/assets/attribution/blekko.v102.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/blekko.v102.png	(from https://duckduckgo.com/r1224.css)
05:05:32	4124/4124	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-101c%22	https://duckduckgo.com/assets/attribution/blekko.v102.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/blekko.v102.svg	(from https://duckduckgo.com/r1224.css)
05:05:32	3975/3975	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-f87%22	https://duckduckgo.com/assets/attribution/bing.v102.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/bing.v102.png	(from https://duckduckgo.com/r1224.css)
05:05:32	4324/4324	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-10e4%22	https://duckduckgo.com/assets/attribution/bing.v102.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/attribution/bing.v102.svg	(from https://duckduckgo.com/r1224.css)
05:05:33	27303/27303	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-6aa7%22	https://duckduckgo.com/assets/flags/flags-20px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-20px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:33	39778/39778	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-9b62%22	https://duckduckgo.com/assets/flags/flags-32px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-32px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:33	52249/52249	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-cc19%22	https://duckduckgo.com/assets/flags/flags-40px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-40px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:33	91346/91346	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-164d2%22	https://duckduckgo.com/assets/flags/flags-64px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-64px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:33	86968/86968	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-153b8%22	https://duckduckgo.com/assets/flags/flags-60px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-60px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:34	161037/161037	---M--	200	added ('OK')	image/png	etag:%2256e30e3a-2750d%22	https://duckduckgo.com/assets/flags/flags-96px.png?v=3	/root/Desktop/duckduckgo/duckduckgo.com/assets/flags/flags-96px30f4.png	(from https://duckduckgo.com/r1224.css)
05:05:34	480/480	---M--	200	added ('OK')	image/png	etag:%2255bae5c2-1e0%22	https://duckduckgo.com/assets/map-pin.png	/root/Desktop/duckduckgo/duckduckgo.com/assets/map-pin.png	(from https://duckduckgo.com/r1224.css)
05:05:34	677/677	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255bae5c2-2a5%22	https://duckduckgo.com/assets/map-pin.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/map-pin.svg	(from https://duckduckgo.com/r1224.css)
05:05:34	1855/1855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256df4ac8-73f%22	https://duckduckgo.com/assets/icon_region.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/icon_region.svg	(from https://duckduckgo.com/r1224.css)
05:05:35	1855/1855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256df4ac8-73f%22	https://duckduckgo.com/assets/icon_region_dark.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/icon_region_dark.svg	(from https://duckduckgo.com/r1224.css)
05:05:35	1192/1192	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256df4ac8-4a8%22	https://duckduckgo.com/assets/icon_date.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/icon_date.svg	(from https://duckduckgo.com/r1224.css)
05:05:35	1186/1186	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256df4ac8-4a2%22	https://duckduckgo.com/assets/icon_date_dark.svg	/root/Desktop/duckduckgo/duckduckgo.com/assets/icon_date_dark.svg	(from https://duckduckgo.com/r1224.css)
05:05:35	1865/1865	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-749%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_blank.v101.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_blank.v101.png	(from https://duckduckgo.com/r1224.css)
05:05:35	1828/1828	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-724%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_active.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_active.png	(from https://duckduckgo.com/r1224.css)
05:05:36	2163/2163	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-873%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_star.v101.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_star.v101.png	(from https://duckduckgo.com/r1224.css)
05:05:36	2853/2853	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-b25%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_blank@2x.v101.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_blank@2x.v101.png	(from https://duckduckgo.com/r1224.css)
05:05:36	2853/2853	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-b25%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_active@2x.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_active@2x.png	(from https://duckduckgo.com/r1224.css)
05:05:36	3502/3502	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-dae%22	https://duckduckgo.com/js/mapbox/ddgimages/map-pin_star@2x.v101.png	/root/Desktop/duckduckgo/duckduckgo.com/js/mapbox/ddgimages/map-pin_star@2x.v101.png	(from https://duckduckgo.com/r1224.css)
05:05:36	2806/2806	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-af6%22	https://duckduckgo.com/img/privacy.png	/root/Desktop/duckduckgo/duckduckgo.com/img/privacy.png	(from https://duckduckgo.com/r1224.css)
05:05:37	5085/5085	---M--	200	added ('OK')	image/png	etag:%2255bae5c3-13dd%22	https://duckduckgo.com/img/privacy@2x.png	/root/Desktop/duckduckgo/duckduckgo.com/img/privacy@2x.png	(from https://duckduckgo.com/r1224.css)
05:05:37	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:38%20GMT	http://duckduckgo.com/c/Free_computer_libraries	/root/Desktop/duckduckgo/duckduckgo.com/c/Free_computer_libraries.e3.delayed	(from https://duckduckgo.com/mustache.js)
05:05:37	122338/122338	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:38%20GMT	https://duckduckgo.com/c/Free_computer_libraries	/root/Desktop/duckduckgo/duckduckgo.com/c/Free_computer_libraries.html	(from https://duckduckgo.com/mustache.js)
05:05:37	0/0	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:39%20GMT	https://duckduckgo.com/t.js?q=mustache.js&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=264772441285957240773707041831129256501&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/t4a49.js	(from https://duckduckgo.com/mustache.js)
05:05:38	18810/18810	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:39%20GMT	https://duckduckgo.com/d.js?q=mustache.js&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=264772441285957240773707041831129256501&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/d4a49.js	(from https://duckduckgo.com/mustache.js)
05:05:38	59839/59839	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:40%20GMT	https://duckduckgo.com/html/?q=mustache.js	/root/Desktop/duckduckgo/duckduckgo.com/html/index854d.html	(from https://duckduckgo.com/mustache.js)
05:05:39	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:40%20GMT	http://duckduckgo.com/c/URI_schemes	/root/Desktop/duckduckgo/duckduckgo.com/c/URI_schemes	(from https://duckduckgo.com/HTTP_referrer)
05:05:39	23345/23345	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:40%20GMT	https://duckduckgo.com/d.js?q=mustache.js&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=264772441285957240773707041831129256501&sp=0&yhs=1	/root/Desktop/duckduckgo/duckduckgo.com/d3315.js	(from https://duckduckgo.com/mustache.js)
05:05:40	33427/33427	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:40%20GMT	https://duckduckgo.com/c/URI_schemes	/root/Desktop/duckduckgo/duckduckgo.com/c/URI_schemes.html	(from https://duckduckgo.com/HTTP_referrer)
05:05:40	0/0	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:41%20GMT	https://duckduckgo.com/t.js?q=HTTP%20referrer&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=56963991325129941458521858474742919115&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/t033e.js	(from https://duckduckgo.com/HTTP_referrer)
05:05:40	59092/59092	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:41%20GMT	https://duckduckgo.com/html/?q=HTTP%20referrer	/root/Desktop/duckduckgo/duckduckgo.com/html/index8a00.html	(from https://duckduckgo.com/HTTP_referrer)
05:05:41	15678/15678	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:42%20GMT	https://duckduckgo.com/d.js?q=HTTP%20referrer&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=56963991325129941458521858474742919115&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/d033e.js	(from https://duckduckgo.com/HTTP_referrer)
05:05:41	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:43%20GMT	http://duckduckgo.com/c/Cryptographic_protocols	/root/Desktop/duckduckgo/duckduckgo.com/c/Cryptographic_protocols	(from https://duckduckgo.com/HTTP_Secure)
05:05:41	22195/22195	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:42%20GMT	https://duckduckgo.com/d.js?q=HTTP%20referrer&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=56963991325129941458521858474742919115&sp=0&yhs=1	/root/Desktop/duckduckgo/duckduckgo.com/dffb8.js	(from https://duckduckgo.com/HTTP_referrer)
05:05:42	111748/111748	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:43%20GMT	https://duckduckgo.com/c/Cryptographic_protocols	/root/Desktop/duckduckgo/duckduckgo.com/c/Cryptographic_protocols.html	(from https://duckduckgo.com/HTTP_Secure)
05:05:42	0/0	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:43%20GMT	https://duckduckgo.com/t.js?q=HTTP%20Secure&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=75540952344213640464971995423671702692&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/t1c4a.js	(from https://duckduckgo.com/HTTP_Secure)
05:05:43	12457/12457	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:44%20GMT	https://duckduckgo.com/d.js?q=HTTP%20Secure&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=75540952344213640464971995423671702692&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/d1c4a.js	(from https://duckduckgo.com/HTTP_Secure)
05:05:43	31618/31618	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:44%20GMT	https://duckduckgo.com/html/?q=HTTP%20Secure	/root/Desktop/duckduckgo/duckduckgo.com/html/indexb930.html	(from https://duckduckgo.com/HTTP_Secure)
05:05:44	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:45%20GMT	http://duckduckgo.com/c/Computer_access_control	/root/Desktop/duckduckgo/duckduckgo.com/c/Computer_access_control	(from https://duckduckgo.com/HTTP_cookie)
05:05:44	11204/11204	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:44%20GMT	https://duckduckgo.com/d.js?q=HTTP%20Secure&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=75540952344213640464971995423671702692&sp=0&yhs=1	/root/Desktop/duckduckgo/duckduckgo.com/d5725.js	(from https://duckduckgo.com/HTTP_Secure)
05:05:44	84190/84190	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:45%20GMT	https://duckduckgo.com/c/Computer_access_control	/root/Desktop/duckduckgo/duckduckgo.com/c/Computer_access_control.html	(from https://duckduckgo.com/HTTP_cookie)
05:05:44	0/0	---M--	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:45%20GMT	https://duckduckgo.com/t.js?q=HTTP%20cookie&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=226590196621348714937480243351952677465&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/t4883.js	(from https://duckduckgo.com/HTTP_cookie)
05:05:45	16084/16084	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:46%20GMT	https://duckduckgo.com/d.js?q=HTTP%20cookie&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=226590196621348714937480243351952677465&sp=0	/root/Desktop/duckduckgo/duckduckgo.com/d4883.js	(from https://duckduckgo.com/HTTP_cookie)
05:05:45	57265/57265	---MCZ	200	added ('OK')	text/html	date:Thu,%2024%20Nov%202016%2010:05:46%20GMT	https://duckduckgo.com/html/?q=HTTP%20cookie	/root/Desktop/duckduckgo/duckduckgo.com/html/indexaa62.html	(from https://duckduckgo.com/HTTP_cookie)
05:05:46	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Nov%202016%2010:05:47%20GMT	http://duckduckgo.com/c/Electronic_Frontier_Foundation	/root/Desktop/duckduckgo/duckduckgo.com/c/Electronic_Frontier_Foundation	(from https://duckduckgo.com/Electronic_Frontier_Foundation)
05:05:46	22176/22176	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2010:05:46%20GMT	https://duckduckgo.com/d.js?q=HTTP%20cookie&t=A&l=wt-wt&p=1&s=0&ct=CA&ss_mkt=us&vqd=226590196621348714937480243351952677465&sp=0&yhs=1	/root/Desktop/duckduckgo/duckduckgo.com/d0ca1.js	(from https://duckduckgo.com/HTTP_cookie)
